url,image,name,price
https://www.electronicmusicworks.com/eurorack/digi-drum.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/d/i/digi-drum_b.jpg,DIGI DRUM,"
                                            MSRP $168.00                                    "
https://www.electronicmusicworks.com/eurorack/analog-bass-drum-4x.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/a/n/analog_bass_drum_4x_b.jpg,ANALOG BASS DRUM 4X,"
                                            MSRP $189.00                                    "
https://www.electronicmusicworks.com/eurorack/analog-drum-synth.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/a/n/analog_drum_synth_b_4.jpg,ANALOG DRUM SYNTH,"
                                            MSRP $269.00                                    "
https://www.electronicmusicworks.com/eurorack/analog-snare-lab.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/a/n/analog_snare_lab.jpeg,ANALOG SNARE LAB,"
                                            MSRP $156.00                                    "
https://www.electronicmusicworks.com/eurorack/bpm-center.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/b/p/bpm_center.jpeg,BPM CENTER,"
                                            MSRP $188.00                                    "
https://www.electronicmusicworks.com/eurorack/bpm-generator.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/b/p/bpm_generator_b.jpg,BPM GENERATOR,"
                                            MSRP $162.00                                    "
https://www.electronicmusicworks.com/eurorack/t-sequencer.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/t/-/t-sequencer.jpeg,T-SEQUENCER,"
                                            MSRP $186.00                                    "
https://www.electronicmusicworks.com/eurorack/8-step-trigger-sequence.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/8/-/8-step_trigger_sequencer_b.jpg,8-STEP TRIGGER SEQUENCER,"
                                            MSRP $98.00                                    "
https://www.electronicmusicworks.com/eurorack/trigger-sequencer.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/8/t/8trk_16stp_trigger_sequencer_b.jpg,8/16-STEP TRIGGER SEQUENCER,"
                                            MSRP $169.00                                    "
https://www.electronicmusicworks.com/eurorack/8-track-drum-programmer.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/8/-/8-track.jpeg,8-TRACK DRUM PROGRAMMER,"
                                            MSRP $199.00                                    "
https://www.electronicmusicworks.com/eurorack/vc-trigger-source.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/v/c/vc_trigger_source_b.jpg,VC TRIGGER SOURCE,"
                                            MSRP $89.00                                    "
https://www.electronicmusicworks.com/eurorack/quantizer-101.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/q/u/quantizer_101_b_2.jpg,QUANTIZER 101,"
                                            MSRP $139.00                                    "
https://www.electronicmusicworks.com/eurorack/envelope-follower.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/e/n/env_follower_b.jpg,ENVELOPE FOLLOWER,"
                                            MSRP $82.00                                    "
https://www.electronicmusicworks.com/eurorack/vc-slew-limiter.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/v/c/vc_slew_limiter_b_1.jpg,VC SLEW LIMITER,"
                                            MSRP $96.00                                    "
https://www.electronicmusicworks.com/eurorack/vc-pan.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/v/c/vc_pan_b.jpg,VC PAN,"
                                            MSRP $92.00                                    "
https://www.electronicmusicworks.com/eurorack/ring-modulator.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/r/i/ring_modulator_b.jpg,RING MODULATOR,"
                                            MSRP $79.00                                    "
https://www.electronicmusicworks.com/eurorack/audio-switch-202.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/a/u/audio_switch_202_b.jpg,AUDIO SWITCH 202,"
                                            MSRP $94.00                                    "
https://www.electronicmusicworks.com/eurorack/analog-switch-4x.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/a/n/analog_switch_4x_b.jpg,ANALOG SWITCH 4X,"
                                            MSRP $92.00                                    "
https://www.electronicmusicworks.com/eurorack/switched-distributor-4x.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/s/w/switched_distributor_4x_b.jpg,SWITCHED DISTRIBUTOR 4X,"
                                            MSRP $92.00                                    "
https://www.electronicmusicworks.com/eurorack/mix-sequencer.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/2/_/2.jpeg,MIX SEQUENCER,"
                                            MSRP $239.00                                    "
https://www.electronicmusicworks.com/eurorack/sequential-voltage.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/s/e/sequential_voltage_b.jpg,SEQUENTIAL VOLTAGE,"
                                            MSRP $112.00                                    "
https://www.electronicmusicworks.com/eurorack/sequential-voltage-16.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/s/e/sequential_voltage_16.jpeg,SEQUENTIAL VOLTAGE 16,"
                                            MSRP $179.00                                    "
https://www.electronicmusicworks.com/eurorack/sequencer-101.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/s/e/sequencer_101_b_1.jpg,SEQUENCER 101,"
                                            MSRP $189.00                                    "
https://www.electronicmusicworks.com/eurorack/sequencer-16x.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/s/e/sequencer_16x_b.jpg,SEQUENCER 16X,"
                                            MSRP $294.00                                    "
https://www.electronicmusicworks.com/eurorack/midi-step-sequencer.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/m/i/midi_step_sequencer_b.jpg,MIDI STEP SEQUENCER,"
                                            MSRP $176.00                                    "
https://www.electronicmusicworks.com/eurorack/cv-folder-3x.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/c/v/cv_folder_3x_b.jpg,CV FOLDER 3X,"
                                            MSRP $89.00                                    "
https://www.electronicmusicworks.com/eurorack/x-y-wave-rework.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/x/-/x-y_wave_rework.jpeg,X-Y WAVE REWORK,"
                                            MSRP $79.00                                    "
https://www.electronicmusicworks.com/eurorack/bass-pulse.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/b/a/bass_pulse_b.jpg,BASS PULSE,"
                                            MSRP $84.00                                    "
https://www.electronicmusicworks.com/eurorack/audio-isolator.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/a/u/audio_isolator_b_1.jpg,AUDIO ISOLATOR,"
                                            MSRP $89.00                                    "
https://www.electronicmusicworks.com/eurorack/3-band-spliter.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/3/-/3-band_spliter_b.jpg,3-BAND SPLITER,"
                                            MSRP $74.00                                    "
https://www.electronicmusicworks.com/eurorack/midi-clock-to-pulse.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/m/i/midi_clock_to_pulse_b_3.jpg,MIDI CLOCK TO PULSE,"
                                            MSRP $168.00                                    "
https://www.electronicmusicworks.com/eurorack/midi-note-to-trigger.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/m/i/midi_note_to_trigger-b.jpg,MIDI NOTE TO TRIGGER,"
                                            MSRP $138.00                                    "
https://www.electronicmusicworks.com/eurorack/clock-counter-separator.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/c/l/clock.jpeg,CLOCK COUNTER/SEPARATOR,"
                                            MSRP $98.00                                    "
https://www.electronicmusicworks.com/eurorack/pulse-divider.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/p/u/pulse_divider_b_1.jpg,PULSE DIVIDER,"
                                            MSRP $78.00                                    "
https://www.electronicmusicworks.com/eurorack/pulse-counter.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/p/u/pulse_counter_b.jpg,PULSE COUNTER,"
                                            MSRP $78.00                                    "
https://www.electronicmusicworks.com/eurorack/gate-or-101.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/g/a/gate_or_101.jpeg,GATE OR 101,"
                                            MSRP $89.00                                    "
https://www.electronicmusicworks.com/eurorack/logic-101.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/l/o/logic_101_b.jpg,LOGIC 101,"
                                            MSRP $89.00                                    "
https://www.electronicmusicworks.com/eurorack/logic-202.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/l/o/logic_202_b_2.jpg,LOGIC 202,"
                                            MSRP $121.00                                    "
https://www.electronicmusicworks.com/eurorack/random-pulse-4x.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/r/a/random_pulse_4x-b.jpg,RANDOM PULSE 4X,"
                                            MSRP $88.00                                    "
https://www.electronicmusicworks.com/eurorack/gate-to-trigger-converter.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/6/_/6_x_gate.jpeg,6 X GATE TO TRIGGER CONVERTER,"
                                            MSRP $88.00                                    "
https://www.electronicmusicworks.com/eurorack/trigger-to-pulse.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/t/r/trigger_to_pulse_b_1.jpg,TRIGGER TO PULSE,"
                                            MSRP $75.00                                    "
https://www.electronicmusicworks.com/eurorack/dual-pulse-delay.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/d/u/dual_pulse_delay_b.jpg,DUAL PULSE DELAY,"
                                            MSRP $99.00                                    "
https://www.electronicmusicworks.com/eurorack/gate-delay.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/g/a/gate_delay_b.jpg,GATE DELAY,"
                                            MSRP $86.00                                    "
https://www.electronicmusicworks.com/eurorack/voltage-comparators.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/v/o/voltage_comparators_b.jpg,VOLTAGE COMPARATORS,"
                                            MSRP $102.00                                    "
https://www.electronicmusicworks.com/eurorack/mic-interface.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/m/i/mic_interface_b.jpg,MIC. INTERFACE,"
                                            MSRP $84.00                                    "
https://www.electronicmusicworks.com/eurorack/dual-amplifier.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/d/u/dual_amplifier.jpeg,DUAL AMPLIFIER,"
                                            MSRP $60.00                                    "
https://www.electronicmusicworks.com/eurorack/head-phone-amplifier.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/h/e/headphone_amplifier_b_1.jpg,HEAD PHONE AMPLIFIER,"
                                            MSRP $79.00                                    "
https://www.electronicmusicworks.com/eurorack/pulse-generator.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/p/u/pulse_generator_b_1.jpg,PULSE GENERATOR,"
                                            MSRP $82.00                                    "
https://www.electronicmusicworks.com/eurorack/glide-processor.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/g/l/glide_processor_b_1.jpg,GLIDE PROCESSOR,"
                                            MSRP $62.00                                    "
https://www.electronicmusicworks.com/eurorack/dual-offset-processor.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/d/u/dual_offset_processor_b_3.jpg,DUAL OFFSET PROCESSOR,"
                                            MSRP $88.00                                    "
https://www.electronicmusicworks.com/eurorack/voltage-source.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/v/o/voltage_source_b.jpg,VOLTAGE SOURCE,"
                                            MSRP $64.00                                    "
https://www.electronicmusicworks.com/eurorack/dual-dc-shifter.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/d/u/dual_dc_shifter_b.jpg,DUAL DC SHIFTER,"
                                            MSRP $72.00                                    "
https://www.electronicmusicworks.com/eurorack/midi-thru-4.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/m/i/midi_thru-4_b.jpg,MIDI THRU-4,"
                                            MSRP $84.00                                    "
https://www.electronicmusicworks.com/eurorack/midi-thru-8.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/m/i/midi_thru-8_b.jpg,MIDI THRU-8,"
                                            MSRP $96.00                                    "
https://www.electronicmusicworks.com/eurorack/midi-mixer.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/m/i/midi_mixer_b.jpg,MIDI MIXER,"
                                            MSRP $88.00                                    "
https://www.electronicmusicworks.com/eurorack/10v-level-converter.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/1/0/10v_level_converter_b_1.jpg,10V LEVEL CONVERTER,"
                                            MSRP $79.00                                    "
https://www.electronicmusicworks.com/eurorack/linear-attenuators.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/l/i/linear_attenuators_b_1.jpg,LINEAR ATTENUATORS,"
                                            MSRP $46.00                                    "
https://www.electronicmusicworks.com/eurorack/stereo-attenuators.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/s/t/stereo_atenuators.jpeg,STEREO ATTENUATORS,"
                                            MSRP $47.00                                    "
https://www.electronicmusicworks.com/eurorack/button-interface-1.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/b/u/button_interface_1_b_1.jpg,BUTTON INTERFACE 1,"
                                            MSRP $52.00                                    "
https://www.electronicmusicworks.com/eurorack/vc-signal-switcher.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/v/c/vc_signal_switcher_1.jpg,VC SIGNAL SWITCHER,"
                                            MSRP $89.00                                    "
https://www.electronicmusicworks.com/eurorack/switch-interface-1.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/s/w/switch_interface_1_b_2.jpg,SWITCH INTERFACE 1,"
                                            MSRP $44.00                                    "
https://www.electronicmusicworks.com/eurorack/switch-interface-2.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/s/w/switch_interface_2_b.jpg,SWITCH INTERFACE 2,"
                                            MSRP $52.00                                    "
https://www.electronicmusicworks.com/eurorack/cv-monitor.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/c/v/cv_monitor_b.jpg,CV MONITOR,"
                                            MSRP $89.00                                    "
https://www.electronicmusicworks.com/eurorack/voltage-meter.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/b/u/buss_voltage_meter_b.jpg,BUSS VOLTAGE METER,"
                                            MSRP $88.00                                    "
https://www.electronicmusicworks.com/eurorack/spectral-viewer.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/w/h/whatsapp_image_2019-12-18_at_13.23.23.jpeg,SPECTRAL VIEWER,"
                                            MSRP $142.00                                    "
https://www.electronicmusicworks.com/eurorack/cv-to-dmx-interface.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/c/v/cv_to_dmx_interface-b.jpg,CV TO DMX INTERFACE,"
                                            MSRP $127.00                                    "
https://www.electronicmusicworks.com/eurorack/active-patch.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/a/c/active_patch_b_1.jpg,ACTIVE PATCH,"
                                            MSRP $68.00                                    "
https://www.electronicmusicworks.com/eurorack/active-patch-2.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/a/c/active_patch_2_b.png,ACTIVE PATCH 2,"
                                            MSRP $79.00                                    "
https://www.electronicmusicworks.com/eurorack/patch-1.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/p/a/patch_1_b.jpg,PATCH 1,"
                                            MSRP $24.00                                    "
https://www.electronicmusicworks.com/eurorack/patch-2.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/p/a/patch_2_b.jpg,PATCH 2,"
                                            MSRP $38.00                                    "
https://www.electronicmusicworks.com/eurorack/patch-3.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/p/a/patch_3_b.jpg,PATCH 3,"
                                            MSRP $44.00                                    "
https://www.electronicmusicworks.com/eurorack/switched-patch.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/s/w/switched_patch_b.jpg,SWITCHED PATCH,"
                                            MSRP $67.00                                    "
https://www.electronicmusicworks.com/eurorack/matrix-patch.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/m/a/matrix_patch_b.jpg,MATRIX PATCH,"
                                            MSRP $87.00                                    "
https://www.electronicmusicworks.com/eurorack/adaptors-101.html,https://www.electronicmusicworks.com/media/catalog/product/cache/1/small_image/215x/9df78eab33525d08d6e5fb8d27136e95/a/d/adaptors_101_b_1.jpg,ADAPTORS 101,"
                                            MSRP $39.00                                    "
